"TANGGAL","CUSTOMER_CODE","NAME_1","CUSTOMER_SINCE","RT_RW","RESIDENCE","TAX_ID","SECTOR","TOWN_COUNTRY","COUNTRY","CUSTOMER_RATING","SMS_1","PHONE_1","PROVINCE","DISTRICT_CODE","POST_CODE","FUND_SOURCE","MOTH_MAIDEN","PLACE_BIRTH","DATE_OF_BIRTH","GENDER","EMPLOYERS_BUSS","EMPLOYMENT_STATUS","OCCUPATION","MARITAL_STATUS","EDUCATION","RELIGION","LEGAL_ID_NO","LEGAL_TYPE","NATIONALITY","RESIDE_Y_N","GUARANTOR_CODE","SID_RELATI_BANK","LBU_CUST_TYPE","EMPLOYERS_NAME","EMPLOYERS_ADD","STREET","FUND_SOURCE_AMT","COMPANY_BOOK","SHORT_NAME","BUSINESS_TYPE","FIRST_REG_NO","FIRST_REG_DATE","LEGAL_ID","LEGAL_ISS_DATE","LEGAL_EXP_DATE","SID_ECO_SECTOR","ACCOUNT_OFFICER","ADDR_PHONE_AREA","TAXABLE","OFF_PHONE","CUST_TYPE","KOLEK","JOB_TITLE","EMAIL","RISK_LEVEL_ID"
"2025-05-19",11029415,PT Wastuti Ardianto,"2019-08-12","008/005",Gang Gegerkalong Hilir No. 689,"314-22-1070","5",Langsa,Indonesia,A,"7898562575326",+62-33-230-9821,Papua,"5720","47056",Applications developer,Keisha,Yogyakarta,"1995-10-07",F,Perum Hardiansyah,Permanent,Clinical cytogeneticist,Divorced,SMA,Hindu,"8126926085789944",KTP,ID,Y,"7965","2880","1",PT Latupono,"Jalan M.H Thamrin No. 72
Tanjungbalai, AC 61849",Gg. Dr. Djunjunan,65115.84,"931",(Persero) Tbk,"35",D 7393 ZD,"2022-03-28",LW 087 NJF,"2021-10-07","2049-10-17","3330","2169",(0530) 011-9721,Y,"081 143 7447",P,"3",Arts administrator,natsirbahuwirya@example.com,"3"
"2025-05-19",11022807,UD Aryani (Persero) Tbk,"2016-12-29","005/008",Jl. Kapten Muslihat No. 2,"337-46-7172","16",Tegal,Indonesia,B,"5521667467621",+62 (02) 169 7972,Papua Barat,"5982","62757",Mechanical engineer,Rahmi,Tangerang Selatan,"1968-04-08",F,PD Kusumo Zulkarnain Tbk,Freelance,Armed forces training and education officer,Divorced,S1,Buddha,"6386632364021336",KTP,ID,Y,"8078","6280","2",UD Yolanda,"Gg. M.T Haryono No. 9
Palangkaraya, KU 56289",Jl. H.J Maemunah,3560.62,"235",(Persero) Tbk,"87",PF 5354 CYP,"2020-06-05",RU 177 MMH,"2024-11-15","2041-08-16","1339","5415",+62 (077) 517 0166,Y,+62-088-019-9488,P,"4","Engineer, maintenance",xsiregar@example.org,"3"
"2025-05-19",11222804,PD Sitompul Purwanti,"2023-06-05","008/005",Jalan Dipenogoro No. 3,"003-44-5819","24",Purwokerto,Indonesia,C,"1027261493316",+62-735-160-9177,Sumatera Selatan,"8141","93202",Contractor,Najwa,Pontianak,"1962-09-07",F,Perum Laksmiwati Melani (Persero) Tbk,Permanent,Technical sales engineer,Married,S1,Buddha,"3891832976716542",KTP,ID,Y,"3634","6403","2",CV Jailani Wibisono,"Jalan Pelajar Pejuang No. 54
Bogor, JB 98485",Jl. Laswi,69673.69,"296",Tbk,"85",V 2885 EWU,"2020-12-24",R 6846 PSS,"2020-02-09","2044-03-01","7561","1601",+62 (006) 200-3424,N,+62 (0204) 380 5719,P,"3","Surveyor, planning and development",sakurapurwanti@example.com,"2"
"2025-05-19",10404693,Perum Suwarno Widiastuti,"2016-03-05","006/002",Gang Raya Setiabudhi No. 0,"014-96-4118","99",Solok,Indonesia,B,"3598933472122","081 606 4842",Jawa Timur,"9431","10150",Television/film/video producer,Zulfa,Ambon,"1981-11-15",F,CV Gunarto Mangunsong Tbk,Contract,"Therapist, speech and language",Single,SMA,Hindu,"7813435713351405",KTP,ID,N,"8242","1845","1",Perum Wijayanti,"Jalan Raya Setiabudhi No. 3
Pematangsiantar, YO 68861",Jalan Lembong,27438.57,"135",Tbk,"37",L 9878 JGY,"2020-01-28",V 993 LOH,"2020-05-03","2049-08-08","8178","8941",+62 (616) 484 0858,Y,"087 704 3581",P,"5",Chief Operating Officer,gawatinasyidah@example.org,"1"
"2025-05-19",10800765,CV Winarsih,"2019-01-02","003/005",Jl. Jayawijaya No. 6,"663-10-2520","71",Palu,Indonesia,A,"110248193466",(0665) 061 8091,Banten,"7684","22217","Buyer, industrial",Kani,Kupang,"2006-01-19",M,Perum Irawan Tbk,Permanent,Primary school teacher,Married,SMA,Kristen,"9400593099262332",KTP,ID,N,"9337","5479","2",PD Wijayanti Dabukke Tbk,"Gg. R.E Martadinata No. 24
Balikpapan, Jawa Tengah 00996",Gg. Laswi,83637.67,"484",Tbk,"32",NU 239 QEF,"2022-02-24",DF 087 VZS,"2024-09-03","2028-11-13","8483","3369",+62 (0141) 397-5523,N,+62 (049) 135-7759,P,"5",Information officer,julipurnawati@example.com,"3"
"2025-05-19",10534952,PD Narpati (Persero) Tbk,"2020-09-15","003/002",Gg. Pelajar Pejuang No. 25,"899-62-7584","36",Manado,Indonesia,B,"7812914283411",+62-80-996-9308,Kepulauan Bangka Belitung,"6568","76550",Speech and language therapist,Puput,Sungai Penuh,"1969-06-29",F,PD Prasetyo Tbk,Permanent,Contractor,Married,S2,Hindu,"6286665956676196",KTP,ID,N,"3434","8316","2",Perum Melani Iswahyudi Tbk,"Jl. Monginsidi No. 722
Ternate, SU 03731",Gang Moch. Ramdan,35167.27,"566",(Persero) Tbk,"98",QZ 700 LMP,"2022-10-03",W 498 QUI,"2024-11-06","2032-04-17","9903","7180",(065) 918 4638,N,(055) 779 0827,C,"2",Diagnostic radiographer,candramulyani@example.net,"3"
"2025-05-19",10806645,CV Maryadi (Persero) Tbk,"2018-01-20","004/007",Jl. Veteran No. 17,"692-62-7849","30",Semarang,Indonesia,B,"6030299228092",+62-024-286-9904,DKI Jakarta,"1715","51704","Engineer, technical sales",Melinda,Pariaman,"1970-12-26",F,PD Rahimah Megantara,Freelance,Television floor manager,Married,S1,Kristen,"9690365939702703",KTP,ID,Y,"3068","9229","2",Perum Wahyuni Melani,"Gang Kutisari Selatan No. 1
Metro, PB 10388",Jalan Rungkut Industri,87100.33,"896",(Persero) Tbk,"57",PT 881 TB,"2020-10-16",VE 6865 TRA,"2020-05-14","2050-02-12","2633","9617","086 376 5991",N,(024) 731-4986,P,"2",Furniture designer,adikaraardianto@example.net,"2"
"2025-05-19",11376461,Perum Ardianto,"2021-10-04","003/002",Gang Siliwangi No. 269,"260-34-8784","61",Salatiga,Indonesia,B,"9463688725887",+62 (0495) 621 3721,Kalimantan Tengah,"6546","91691",Rural practice surveyor,Lalita,Purwokerto,"2001-02-28",F,CV Wibisono,Freelance,"Accountant, chartered public finance",Single,S1,Buddha,"3852231749729803",KTP,ID,N,"9864","1588","1",CV Halimah,"Gg. Merdeka No. 19
Tebingtinggi, PB 98490",Gg. Cempaka,24242.25,"701",(Persero) Tbk,"37",VZ 098 QJG,"2024-05-21",TF 302 VBL,"2020-09-26","2035-10-08","4727","2480",(056) 693 8011,N,"0848955439",P,"1","Engineer, broadcasting (operations)",kwaskita@example.org,"2"
"2025-05-19",10418512,CV Wasita (Persero) Tbk,"2024-11-18","003/005",Gang Gardujati No. 4,"898-69-9420","4",Tanjungbalai,Indonesia,A,"6973577907141",(033) 565 8804,Kalimantan Utara,"6314","17355",Holiday representative,Cornelia,Tangerang,"1982-08-26",F,Perum Nugroho,Contract,Publishing copy,Married,S1,Kristen,"5784319738657055",KTP,ID,N,"3950","3785","1",UD Pratama Tbk,"Jalan Moch. Toha No. 3
Gorontalo, Kalimantan Timur 39521",Jl. Tebet Barat Dalam,8817.87,"892",Tbk,"49",Y 759 RB,"2022-09-06",SI 8463 PFY,"2024-11-26","2030-09-28","4945","9153",+62-086-780-8562,Y,(0187) 500 3691,P,"4","Journalist, magazine",putri42@example.net,"3"
"2025-05-19",11116051,CV Santoso Tbk,"2021-03-19","005/008",Gg. W.R. Supratman No. 655,"875-52-4582","33",Denpasar,Indonesia,C,"9314386632270",+62 (67) 288-5744,Bengkulu,"1153","70981",Occupational therapist,Cinthia,Banjarmasin,"1974-01-15",F,PD Usamah (Persero) Tbk,Freelance,"Production assistant, television",Divorced,SMA,Islam,"9513924158010355",KTP,ID,N,"5901","7951","2",UD Tarihoran Tbk,"Gg. Gedebage Selatan No. 93
Kotamobagu, NT 87716",Gang Medokan Ayu,46226.75,"310",(Persero) Tbk,"26",UZ 996 KN,"2020-08-09",F 544 KHK,"2025-02-23","2048-04-24","7302","8916",(047) 598 7622,Y,+62-23-413-2611,P,"4",Bonds trader,dpudjiastuti@example.org,"3"
"2025-05-19",10112565,Perum Hutasoit Jailani Tbk,"2018-01-07","006/005",Gang Moch. Ramdan No. 472,"135-68-2796","90",Bandung,Indonesia,B,"5778487282997",(088) 457-8317,Maluku,"1359","96275",Medical secretary,Laras,Bukittinggi,"1980-01-14",F,PT Nurdiyanti,Contract,Copy,Single,S2,Islam,"6462025490542926",KTP,ID,N,"5689","4770","2",UD Halimah (Persero) Tbk,"Jalan Bangka Raya No. 93
Purwokerto, PA 68663",Gg. Sukabumi,22681.45,"195",(Persero) Tbk,"80",C 3894 NU,"2022-06-03",N 2241 GC,"2023-11-15","2047-05-25","5106","3240",(0497) 350 2080,Y,+62 (14) 427-0312,P,"3","Administrator, local government",vpratama@example.com,"2"
"2025-05-19",10744850,PD Wahyudin Tbk,"2015-12-02","001/006",Jl. Cikutra Barat No. 61,"557-61-2976","94",Kota Administrasi Jakarta Pusat,Indonesia,A,"136730371837",(045) 208 8147,Maluku,"2476","48680","Engineer, civil (contracting)",Karen,Surakarta,"1974-03-14",F,CV Usada,Freelance,Politician's assistant,Married,SMA,Kristen,"8084274244467057",KTP,ID,N,"9697","9221","2",PT Marbun Tbk,"Jl. Cihampelas No. 7
Medan, DKI Jakarta 27195",Jl. Setiabudhi,83216.79,"264",(Persero) Tbk,"62",E 857 PHK,"2021-08-22",W 240 ML,"2024-02-16","2041-04-07","5835","6549","0848739285",Y,+62 (749) 821 8274,C,"1",General practice doctor,umaya08@example.com,"1"
"2025-05-19",10061851,PT Safitri Utama,"2019-06-10","004/007",Gg. Kebonjati No. 7,"785-71-2526","72",Madiun,Indonesia,B,"5118102203173",+62 (009) 678-9940,Papua,"2479","61717",Environmental consultant,Rachel,Balikpapan,"1973-08-01",M,PT Hastuti Uyainah (Persero) Tbk,Contract,Media planner,Divorced,SMA,Buddha,"7060299221967165",KTP,ID,N,"7242","7086","1",UD Hakim Susanti Tbk,"Jalan Lembong No. 1
Tebingtinggi, Kalimantan Timur 33839",Gg. Dr. Djunjunan,67808.82,"483",Tbk,"4",WV 2868 NDF,"2022-11-14",RT 585 OL,"2023-02-28","2040-05-29","6374","4626",(059) 398-3684,Y,+62 (776) 004-9082,C,"3",Immigration officer,salahudinibun@example.org,"3"
"2025-05-19",11135755,PT Saefullah (Persero) Tbk,"2016-12-24","007/002",Gang Jakarta No. 459,"256-30-4199","18",Bekasi,Indonesia,A,"9315727919409",(010) 556 6139,Aceh,"1609","49893",Museum/gallery exhibitions officer,Anastasia,Pontianak,"1962-03-07",F,Perum Pratiwi (Persero) Tbk,Permanent,"Journalist, newspaper",Single,SMA,Kristen,"5086057460976385",KTP,ID,N,"9850","7866","1",CV Hardiansyah Wulandari,"Jl. Bangka Raya No. 62
Makassar, JK 90864",Gg. S. Parman,88655.96,"671",Tbk,"13",YE 376 PR,"2024-11-10",RT 314 XQH,"2023-08-29","2037-05-20","9017","7686",+62 (016) 655 3559,N,+62-42-597-9270,P,"3",Facilities manager,yessiwahyudin@example.org,"1"
"2025-05-19",10034004,PT Habibi,"2019-07-07","008/008",Jalan Sadang Serang No. 1,"313-58-7720","31",Magelang,Indonesia,B,"8338848792069","080 420 4394",Bengkulu,"2627","99873","Psychologist, occupational",Safina,Batam,"1985-10-28",F,UD Kurniawan (Persero) Tbk,Freelance,"Horticulturist, commercial",Divorced,S1,Islam,"3484919463606989",KTP,ID,Y,"3001","8450","1",CV Wibowo Melani (Persero) Tbk,"Jl. Kiaracondong No. 7
Banjar, KU 57620",Gang Setiabudhi,66614.11,"658",Tbk,"82",QI 460 ZBU,"2024-09-20",H 6216 EK,"2024-06-05","2049-06-12","1349","1828",+62-0639-264-9578,N,+62 (32) 983 2482,P,"2",Planning and development surveyor,taliapratiwi@example.org,"3"
"2025-05-19",10586898,PT Puspita (Persero) Tbk,"2018-07-06","004/002",Jl. Raya Setiabudhi No. 64,"454-96-4486","98",Depok,Indonesia,C,"2209949993933",+62-51-728-9752,Papua Barat,"4394","86858",Regulatory affairs officer,Nabila,Cilegon,"1972-07-12",M,PT Wasita Budiman,Permanent,Geophysicist/field seismologist,Married,SMA,Islam,"8731835676883955",KTP,ID,Y,"3129","9850","2",CV Winarsih Pangestu (Persero) Tbk,"Gang Raya Ujungberung No. 36
Banjar, Papua Barat 69998",Jl. Cihampelas,80052.87,"113",Tbk,"85",H 608 QR,"2023-04-18",G 644 JO,"2023-12-04","2032-01-17","1422","3159",(049) 082-7718,Y,+62 (029) 826-6570,C,"2",Editorial assistant,trahayu@example.org,"3"
"2025-05-19",10210202,PT Ramadan Sinaga (Persero) Tbk,"2017-06-24","006/001",Gg. KH Amin Jasuta No. 18,"725-50-8384","23",Metro,Indonesia,B,"259222206447",+62 (0212) 309-4077,Sumatera Barat,"1858","26614",Speech and language therapist,Yani,Sibolga,"1992-12-16",F,CV Rahmawati Wahyuni,Freelance,Publishing copy,Single,S2,Islam,"5037705095397736",KTP,ID,N,"9408","2786","2",PD Handayani Hutapea (Persero) Tbk,"Jl. K.H. Wahid Hasyim No. 050
Bandung, Maluku 10162",Gg. Kendalsari,50880.03,"969",(Persero) Tbk,"79",XS 4556 LBC,"2020-07-29",RC 2145 JP,"2024-06-25","2040-06-16","1710","9543","083 390 1981",N,(0946) 954-8995,C,"1","Conservation officer, nature",unurdiyanti@example.net,"1"
"2025-05-19",10296778,PD Najmudin Suryatmi (Persero) Tbk,"2020-04-27","008/007",Jl. Astana Anyar No. 13,"819-79-6794","55",Banjar,Indonesia,C,"5830344144885",+62-15-569-9023,Nusa Tenggara Barat,"2768","74260",Lexicographer,Samiah,Parepare,"1961-10-18",F,PD Mangunsong Utami,Permanent,Psychiatrist,Single,S1,Kristen,"2136629017251089",KTP,ID,N,"9984","6327","2",PD Zulkarnain (Persero) Tbk,"Jl. Joyoboyo No. 5
Batam, JT 05682",Jalan Kutisari Selatan,99468.15,"544",(Persero) Tbk,"38",W 0461 KW,"2024-03-24",LO 421 JGQ,"2023-03-08","2027-08-26","8433","9282",+62-178-078-2357,N,"084 521 8230",P,"1",Psychiatric nurse,hnurdiyanti@example.org,"3"
"2025-05-19",10071013,PT Riyanti (Persero) Tbk,"2021-01-17","009/004",Jl. M.T Haryono No. 4,"024-74-5115","56",Madiun,Indonesia,B,"3448571422410","0881385854",Jawa Tengah,"4743","64239",Herpetologist,Queen,Cimahi,"1964-03-23",F,Perum Sirait Tbk,Contract,Arts administrator,Married,S1,Islam,"4843945532697397",KTP,ID,N,"5176","7132","1",PT Halimah Wulandari,"Jalan Dipatiukur No. 62
Singkawang, Nusa Tenggara Timur 53817",Jl. Rawamangun,68995.28,"486",(Persero) Tbk,"9",JV 7733 UWY,"2021-03-22",L 5577 MF,"2020-04-04","2028-08-08","2494","2398",(0157) 724-5992,Y,"081 615 8148",C,"1","Psychologist, clinical",arahayu@example.org,"3"
"2025-05-19",11300306,Perum Manullang Laksmiwati,"2021-11-27","006/003",Jalan Kutai No. 69,"807-44-8922","72",Cirebon,Indonesia,A,"9719975817246",+62 (091) 965 7013,Jawa Barat,"6400","97819",Telecommunications researcher,Usyi,Tomohon,"1969-05-12",M,PD Nasyidah Siregar,Contract,Newspaper journalist,Married,S2,Buddha,"9249188500064623",KTP,ID,Y,"5712","6119","2",CV Putra Zulaika Tbk,"Gang Dipatiukur No. 0
Blitar, LA 58008",Jalan Peta,11256.46,"520",(Persero) Tbk,"28",NW 566 SMU,"2023-03-31",RG 7238 VF,"2023-04-09","2038-08-21","3535","8900",(024) 220-1027,Y,(021) 267-9692,P,"3","Programme researcher, broadcasting/film/video",cpuspasari@example.com,"3"
"2025-05-19",10115321,CV Nashiruddin Tbk,"2015-07-04","006/002",Gg. Tubagus Ismail No. 9,"376-05-0621","98",Tarakan,Indonesia,B,"1971284781891",+62-0718-949-0580,Sulawesi Utara,"4705","66244",Professor Emeritus,Oliva,Samarinda,"1981-12-08",M,UD Sihombing Siregar (Persero) Tbk,Freelance,Animal technologist,Divorced,S2,Hindu,"2625039655500246",KTP,ID,N,"6062","6567","2",Perum Rajata (Persero) Tbk,"Gg. Wonoayu No. 471
Pekalongan, YO 42944",Jalan Gardujati,1604.47,"891",(Persero) Tbk,"19",VO 243 LZ,"2024-02-15",ZQ 129 BK,"2021-04-23","2043-04-03","7566","2140",(063) 723-9504,Y,+62 (002) 767-4783,P,"1",Museum education officer,qkusmawati@example.org,"3"
"2025-05-19",10099001,PT Suwarno Hassanah Tbk,"2020-09-30","009/004",Gg. Bangka Raya No. 4,"344-35-4376","49",Kota Administrasi Jakarta Pusat,Indonesia,B,"7393852580010",(018) 175-3443,Banten,"8432","54681",Aeronautical engineer,Raina,Banjarmasin,"1999-10-23",M,Perum Uyainah Maheswara,Contract,Communications engineer,Married,S2,Hindu,"9479445599826672",KTP,ID,Y,"1861","3549","1",Perum Mustofa,"Jl. Pasir Koja No. 71
Kota Administrasi Jakarta Utara, SN 42140",Gang Rumah Sakit,75689.15,"51",(Persero) Tbk,"87",I 1739 FO,"2023-05-04",UP 863 DE,"2025-03-22","2048-04-08","2336","5458",+62 (074) 101-1947,N,+62-72-006-4256,C,"4","Teacher, special educational needs",mulyaniami@example.com,"3"
"2025-05-19",10316081,PD Hidayat Namaga (Persero) Tbk,"2015-06-08","008/007",Jalan Ahmad Yani No. 5,"342-88-4962","35",Banjarmasin,Indonesia,A,"5851743280634",(015) 717 3203,Bali,"9394","24918","Therapist, horticultural",Halima,Meulaboh,"1963-08-31",F,PD Nasyidah Tbk,Contract,"Administrator, sports",Single,S1,Buddha,"7008996517717843",KTP,ID,N,"1744","4612","2",UD Hakim,"Jalan Lembong No. 8
Tangerang, JT 10270",Jalan Pacuan Kuda,98460.12,"57",(Persero) Tbk,"1",F 417 UB,"2025-03-14",SC 799 DD,"2021-11-16","2028-07-11","4349","5938",+62-656-519-8253,Y,+62-092-511-4262,P,"3",Merchant navy officer,tomiprasasta@example.net,"2"
"2025-05-19",11210613,CV Januar,"2021-10-11","006/002",Gg. Ciwastra No. 021,"724-84-9728","1",Padangpanjang,Indonesia,B,"2324876329092",(0914) 560-8331,Sumatera Utara,"8055","33028",Chief of Staff,Raina,Tual,"1996-02-08",M,PD Utami Wahyuni,Contract,"Engineer, manufacturing",Divorced,S2,Kristen,"6032535588417899",KTP,ID,N,"2180","7505","1",PT Nababan (Persero) Tbk,"Jalan Jamika No. 0
Sukabumi, Papua 36459",Jalan Dr. Djunjunan,44185.74,"471",(Persero) Tbk,"10",FZ 811 AP,"2022-01-01",SS 5315 KNG,"2021-12-08","2029-09-18","6129","8033",+62-0636-317-9706,N,+62 (39) 726 5273,C,"3",Mechanical engineer,halim52@example.org,"1"
"2025-05-19",11266206,UD Mansur,"2017-04-08","007/001",Gang Jend. A. Yani No. 34,"619-21-2785","42",Bekasi,Indonesia,A,"8739774063356",+62-0929-060-0780,Sulawesi Selatan,"8538","57428",Set designer,Kania,Tanjungpinang,"1966-01-17",M,PD Permadi Hutasoit (Persero) Tbk,Contract,Optometrist,Single,SMA,Buddha,"4606933244232912",KTP,ID,Y,"7484","6083","2",CV Tamba Sihombing,"Gg. Otto Iskandardinata No. 27
Palu, Sulawesi Tenggara 62570",Gg. Rumah Sakit,22935.63,"798",(Persero) Tbk,"22",N 9893 YI,"2020-09-08",X 5016 BQV,"2023-02-09","2042-03-19","2251","9363",+62-055-281-8325,Y,+62-0817-933-5548,P,"3",Pharmacologist,balangga15@example.com,"2"
"2025-05-19",10699460,PD Mardhiyah Novitasari (Persero) Tbk,"2023-05-18","003/004",Gang Tebet Barat Dalam No. 1,"193-59-1431","14",Mojokerto,Indonesia,A,"4112412723804",(082) 756-7043,DI Yogyakarta,"5193","35856",Advertising copywriter,Wani,Pematangsiantar,"2003-04-01",M,PD Prastuti Tbk,Freelance,"Journalist, newspaper",Single,S2,Islam,"9568477696225990",KTP,ID,N,"8601","8354","2",Perum Widiastuti Nuraini Tbk,"Gg. Jend. A. Yani No. 37
Kotamobagu, BE 54729",Gg. K.H. Wahid Hasyim,86560.44,"643",(Persero) Tbk,"41",FH 592 DB,"2023-10-01",L 8055 FG,"2021-04-04","2039-01-25","3473","8205",(0828) 410 6727,Y,+62 (208) 854 7492,C,"4",Systems analyst,ssirait@example.org,"3"
"2025-05-19",10211016,PT Mandala Wastuti (Persero) Tbk,"2020-08-14","005/005",Jalan Cihampelas No. 15,"057-78-3198","76",Yogyakarta,Indonesia,A,"3018718637599","080 562 6565",Aceh,"6766","76497",Higher education careers adviser,Jelita,Lhokseumawe,"1989-09-12",M,CV Handayani,Contract,Pathologist,Married,S1,Islam,"4321289864403126",KTP,ID,N,"2257","2479","2",UD Marpaung Anggraini Tbk,"Jl. Rajawali Barat No. 85
Semarang, Papua Barat 06462",Jalan Kiaracondong,46808.45,"568",(Persero) Tbk,"95",JR 4947 PB,"2024-10-03",HA 4471 ZAE,"2022-06-12","2040-07-28","1672","8368",+62 (73) 014-7195,Y,(0964) 715-8904,C,"5","Designer, textile",maulanamanah@example.com,"2"
"2025-05-19",10060358,UD Marpaung Habibi,"2020-01-07","009/003",Gang Cikapayang No. 48,"655-10-8420","8",Yogyakarta,Indonesia,B,"1928554451895",+62 (02) 845 7652,Gorontalo,"2695","55015",Engineering geologist,Eva,Depok,"1997-05-24",M,PD Haryanti,Freelance,Camera operator,Divorced,SMA,Islam,"7373689581642231",KTP,ID,N,"8199","9586","1",CV Budiyanto,"Gang HOS. Cokroaminoto No. 98
Cirebon, MA 13223",Jalan Laswi,37025.9,"940",(Persero) Tbk,"37",N 110 WYZ,"2024-02-13",BG 8907 DB,"2021-01-04","2034-12-27","7347","7697",+62-014-011-9393,N,+62 (50) 124-9552,P,"3","Restaurant manager, fast food",corneliapurnawati@example.org,"1"
"2025-05-19",10195398,Perum Budiman,"2024-05-17","006/002",Gg. Jend. A. Yani No. 0,"743-13-3507","72",Mataram,Indonesia,C,"7125663836151",(0182) 754 8015,Sumatera Barat,"7333","47243",Commercial art gallery manager,Kiandra,Palu,"2000-03-26",F,PD Prasetyo Tbk,Freelance,Horticultural therapist,Divorced,S2,Kristen,"1734105831945976",KTP,ID,Y,"6731","6082","2",CV Hidayat Kusmawati Tbk,"Jalan Suniaraja No. 81
Bontang, Riau 91215",Gg. Kiaracondong,13766.21,"726",Tbk,"11",H 499 NXP,"2022-04-28",LP 6784 VT,"2021-04-02","2041-11-06","6072","7171",+62 (014) 773-2010,N,+62 (070) 269 5249,P,"5",Youth worker,hutagalungtania@example.net,"1"
"2025-05-19",10430429,PD Pangestu Sihombing Tbk,"2023-09-20","007/009",Jalan BKR No. 16,"461-41-6166","47",Palu,Indonesia,A,"284276246719",(0889) 778-2806,Kepulauan Bangka Belitung,"6940","50483","Research officer, trade union",Rika,Singkawang,"2005-05-31",M,UD Sinaga (Persero) Tbk,Permanent,Air broker,Married,S1,Kristen,"2395620148902844",KTP,ID,Y,"5846","2657","1",CV Utama,"Gang Dipenogoro No. 55
Malang, BE 33491",Gg. Gardujati,66530.99,"898",Tbk,"99",AR 769 KB,"2024-05-18",IA 9056 WP,"2024-11-07","2039-08-29","3147","7172",+62 (917) 135 7852,Y,+62 (0563) 718-3440,P,"2",Human resources officer,nprasetyo@example.net,"3"
"2025-05-19",10615982,Perum Kuswoyo,"2021-02-09","003/008",Gg. W.R. Supratman No. 514,"517-39-7093","6",Dumai,Indonesia,B,"6498782082973",(0489) 690 8357,Jawa Tengah,"6968","98652",Financial adviser,Eka,Palangkaraya,"1987-04-19",M,PT Usada (Persero) Tbk,Contract,Passenger transport manager,Divorced,S1,Buddha,"5809943469759988",KTP,ID,Y,"6070","8684","1",UD Yuliarti (Persero) Tbk,"Jalan Gardujati No. 303
Pangkalpinang, SB 60324",Jl. Pasirkoja,37416.25,"970",Tbk,"74",UB 001 XP,"2022-09-02",C 1623 NL,"2020-12-13","2045-10-21","8218","8564","081 898 4713",N,+62 (055) 963-6321,C,"5",Economist,kuntharafarida@example.com,"3"
"2025-05-19",10808529,Perum Hakim Tbk,"2024-06-14","007/003",Gg. R.E Martadinata No. 73,"285-19-5948","26",Tasikmalaya,Indonesia,C,"4090034864518",+62-0760-644-1343,Jawa Timur,"3267","42768",Print production planner,Siti,Yogyakarta,"2003-03-26",M,PT Saefullah Hutapea Tbk,Freelance,Public affairs consultant,Married,S1,Islam,"8619120419725275",KTP,ID,Y,"5670","2374","1",UD Anggraini Januar (Persero) Tbk,"Gang Rungkut Industri No. 8
Palu, BA 27206",Gg. Raya Setiabudhi,28006.34,"928",(Persero) Tbk,"66",F 296 HQW,"2022-09-19",PX 9543 EIF,"2020-09-19","2040-06-25","3414","8167",+62 (266) 930-0893,Y,+62 (073) 420 6969,P,"4",Gaffer,cemaniuwais@example.org,"2"
"2025-05-19",11334506,PT Novitasari,"2022-10-12","001/007",Jalan Merdeka No. 3,"196-35-4718","7",Metro,Indonesia,B,"6393436262044",+62-0973-597-1072,Maluku Utara,"9224","59015",Occupational therapist,Silvia,Tasikmalaya,"1985-06-22",M,Perum Rajasa Hidayanto (Persero) Tbk,Contract,"Surveyor, hydrographic",Single,S1,Kristen,"3870455614000262",KTP,ID,Y,"6493","3392","1",PT Sitorus,"Jalan Abdul Muis No. 89
Langsa, Riau 28092",Jalan S. Parman,4792.02,"940",Tbk,"61",O 8624 ECK,"2020-12-29",B 5644 EPI,"2025-03-19","2035-05-09","3273","8685","085 625 7287",N,+62-032-032-0742,P,"1","Psychologist, sport and exercise",flatupono@example.org,"1"
"2025-05-19",10623070,UD Purwanti Laksita Tbk,"2023-10-07","005/004",Jl. Sentot Alibasa No. 342,"855-22-8336","20",Salatiga,Indonesia,C,"9089261371504",+62 (065) 915-2017,Sulawesi Utara,"9647","65476",Professor Emeritus,Sari,Serang,"2004-02-26",M,UD Gunawan,Contract,Writer,Single,S1,Islam,"3147668536676039",KTP,ID,N,"8489","2029","1",UD Purnawati Mustofa (Persero) Tbk,"Jalan Ciumbuleuit No. 9
Bekasi, Riau 23610",Jl. Sukajadi,83832.08,"512",Tbk,"77",U 2147 YU,"2023-09-05",V 5158 TE,"2021-09-12","2043-01-14","9782","1269",(0674) 996 1659,Y,+62 (66) 108-5732,P,"3",Research scientist (life sciences),siregarwaluyo@example.com,"2"
"2025-05-19",11307301,PD Salahudin,"2017-11-27","001/006",Jalan M.T Haryono No. 49,"049-71-1254","31",Pekanbaru,Indonesia,C,"8661794549180",+62 (072) 260-1645,Sulawesi Tenggara,"7825","34551","Production assistant, television",Sarah,Makassar,"1972-02-12",M,CV Hutapea Suartini,Freelance,Futures trader,Married,SMA,Islam,"8866268639348381",KTP,ID,N,"1713","7338","2",PD Nasyidah,"Jalan Antapani Lama No. 776
Langsa, Papua 41220",Jl. Asia Afrika,26111.38,"17",(Persero) Tbk,"46",G 236 PU,"2025-04-29",CJ 760 YOE,"2020-12-27","2032-01-12","2106","6649",+62 (77) 707 9334,Y,(005) 016 6799,P,"5","Surveyor, building",bagya76@example.com,"3"
